,paper_title,paper_link,conference,year,repo_link,repo_star,last_update,img2graph,text2graph,code2graph,Platform
110,Language Modeling with Gated Convolutional Networks,http://proceedings.mlr.press/v70/dauphin17a.html,ICML,2017,https://github.com/anantzoid/Language-Modeling-GatedCNN,221,1/2/2019,0,0,0,tensorflow
111,A Point Set Generation Network for 3D Object Reconstruction From a Single Image,http://openaccess.thecvf.com/content_cvpr_2017/html/Fan_A_Point_Set_CVPR_2017_paper.html,CVPR,2017,https://github.com/fanhqme/PointSetGeneration,228,1/2/2019,1,0,0,tensorflow
112,Spatially Adaptive Computation Time for Residual Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Figurnov_Spatially_Adaptive_Computation_CVPR_2017_paper.html,CVPR,2017,https://github.com/mfigurnov/sact,203,1/2/2019,0,0,0,tensorflow
113,Prototypical Networks for Few-shot Learning,http://papers.nips.cc/paper/6996-prototypical-networks-for-few-shot-learning.pdf,NIPS,2017,https://github.com/jakesnell/prototypical-networks,244,1/2/2019,0,0,0,pytorch
114,Unlabeled Samples Generated by GAN Improve the Person Re-Identification Baseline in Vitro,http://openaccess.thecvf.com/content_iccv_2017/html/Zheng_Unlabeled_Samples_Generated_ICCV_2017_paper.html,ICCV,2017,https://github.com/layumi/Person-reID_GAN,215,1/2/2019,1,0,0,tensorflow
115,Style Aggregated Network for Facial Landmark Detection,http://openaccess.thecvf.com/content_cvpr_2018/papers/Dong_Style_Aggregated_Network_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/D-X-Y/SAN,223,1/2/2019,0,0,0,pytorch
116,Deeply Supervised Salient Object Detection With Short Connections,http://openaccess.thecvf.com/content_cvpr_2017/html/Hou_Deeply_Supervised_Salient_CVPR_2017_paper.html,CVPR,2017,https://github.com/Joker316701882/Salient-Object-Detection,228,1/2/2019,0,0,0,tensorflow
117,GraphRNN: Generating Realistic Graphs with Deep Auto-regressive Models,http://proceedings.mlr.press/v80/you18a.html,ICML,2018,https://github.com/JiaxuanYou/graph-generation,214,1/2/2019,0,0,0,pytorch
118,MoCoGAN: Decomposing Motion and Content for Video Generation,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tulyakov_MoCoGAN_Decomposing_Motion_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/sergeytulyakov/mocogan,205,1/2/2019,0,0,0,pytorch
119,Compressed Video Action Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wu_Compressed_Video_Action_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chaoyuaw/pytorch-coviar,225,1/2/2019,0,0,0,pytorch
120,LayoutNet: Reconstructing the 3D Room Layout From a Single RGB Image,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zou_LayoutNet_Reconstructing_the_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zouchuhang/LayoutNet,202,1/2/2019,0,0,0,pytorch
121,ESPNet: Efficient Spatial Pyramid of Dilated Convolutions for Semantic Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Sachin_Mehta_ESPNet_Efficient_Spatial_ECCV_2018_paper.html,ECCV,2018,https://github.com/sacmehta/ESPNet,254,1/2/2019,0,0,0,pytorch
122,Interpretable Explanations of Black Boxes by Meaningful Perturbation,http://openaccess.thecvf.com/content_iccv_2017/html/Fong_Interpretable_Explanations_of_ICCV_2017_paper.html,ICCV,2017,https://github.com/jacobgil/pytorch-explain-black-box,192,1/2/2019,0,0,0,pytorch
123,Deep Colorization,http://openaccess.thecvf.com/content_iccv_2015/html/Cheng_Deep_Colorization_ICCV_2015_paper.html,ICCV,2015,https://github.com/richzhang/colorization-pytorch,198,1/2/2019,0,0,0,pytorch
124,Latent Alignment and Variational Attention,http://arxiv.org/abs/1807.03756v1,NIPS,2018,https://github.com/harvardnlp/var-attn,204,1/2/2019,0,0,0,pytorch
125,Inverse Compositional Spatial Transformer Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Lin_Inverse_Compositional_Spatial_CVPR_2017_paper.html,CVPR,2017,https://github.com/chenhsuanlin/inverse-compositional-STN,189,1/2/2019,0,0,0,tensorflow
126,Multi-Content GAN for Few-Shot Font Style Transfer,http://openaccess.thecvf.com/content_cvpr_2018/papers/Azadi_Multi-Content_GAN_for_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/azadis/MC-GAN,218,1/2/2019,0,0,0,pytorch
127,3D Bounding Box Estimation Using Deep Learning and Geometry,http://openaccess.thecvf.com/content_cvpr_2017/html/Mousavian_3D_Bounding_Box_CVPR_2017_paper.html,CVPR,2017,https://github.com/smallcorgi/3D-Deepbox,200,1/2/2019,1,0,0,tensorflow
128,OnACID: Online Analysis of Calcium Imaging Data in Real Time,http://papers.nips.cc/paper/6832-onacid-online-analysis-of-calcium-imaging-data-in-real-time.pdf,NIPS,2017,https://github.com/simonsfoundation/caiman,189,1/2/2019,0,0,0,tensorflow
129,Learning to Reason: End-To-End Module Networks for Visual Question Answering,http://openaccess.thecvf.com/content_iccv_2017/html/Hu_Learning_to_Reason_ICCV_2017_paper.html,ICCV,2017,https://github.com/ronghanghu/n2nmn,178,1/2/2019,1,0,0,tensorflow
130,Accurate Image Super-Resolution Using Very Deep Convolutional Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Kim_Accurate_Image_Super-Resolution_CVPR_2016_paper.html,CVPR,2016,https://github.com/Jongchan/tensorflow-vdsr,182,1/2/2019,0,0,0,tensorflow
131,Multi-View 3D Object Detection Network for Autonomous Driving,http://openaccess.thecvf.com/content_cvpr_2017/html/Chen_Multi-View_3D_Object_CVPR_2017_paper.html,CVPR,2017,https://github.com/bostondiditeam/MV3D,199,1/2/2019,1,0,0,tensorflow
132,Learning Efficient Convolutional Networks Through Network Slimming,http://openaccess.thecvf.com/content_iccv_2017/html/Liu_Learning_Efficient_Convolutional_ICCV_2017_paper.html,ICCV,2017,https://github.com/liuzhuang13/slimming,186,1/2/2019,1,0,0,pytorch
133,Beyond Face Rotation: Global and Local Perception GAN for Photorealistic and Identity Preserving Frontal View Synthesis,http://openaccess.thecvf.com/content_iccv_2017/html/Huang_Beyond_Face_Rotation_ICCV_2017_paper.html,ICCV,2017,https://github.com/HRLTY/TP-GAN,202,1/2/2019,0,0,0,tensorflow
134,GANs Trained by a Two Time-Scale Update Rule Converge to a Local Nash Equilibrium,http://papers.nips.cc/paper/7240-gans-trained-by-a-two-time-scale-update-rule-converge-to-a-local-nash-equilibrium.pdf,NIPS,2017,https://github.com/bioinf-jku/TTUR,229,1/2/2019,0,0,0,tensorflow
135,Scene Graph Generation by Iterative Message Passing,http://openaccess.thecvf.com/content_cvpr_2017/html/Xu_Scene_Graph_Generation_CVPR_2017_paper.html,CVPR,2017,https://github.com/danfeiX/scene-graph-TF-release,182,1/2/2019,1,0,0,tensorflow
136,Attentive Generative Adversarial Network for Raindrop Removal From a Single Image,http://openaccess.thecvf.com/content_cvpr_2018/papers/Qian_Attentive_Generative_Adversarial_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/rui1996/DeRaindrop,186,1/2/2019,1,0,0,pytorch
137,Unsupervised Feature Learning via Non-Parametric Instance Discrimination,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wu_Unsupervised_Feature_Learning_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhirongw/lemniscate.pytorch,180,1/2/2019,0,0,0,pytorch
138,Social GAN: Socially Acceptable Trajectories With Generative Adversarial Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Gupta_Social_GAN_Socially_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/agrimgupta92/sgan,178,1/2/2019,1,0,0,pytorch
139,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lin_ST-GAN_Spatial_Transformer_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/chenhsuanlin/spatial-transformer-GAN,179,1/2/2019,0,0,0,tensorflow
140,Image Super-Resolution via Deep Recursive Residual Network,http://openaccess.thecvf.com/content_cvpr_2017/html/Tai_Image_Super-Resolution_via_CVPR_2017_paper.html,CVPR,2017,https://github.com/tyshiwo/DRRN_CVPR17,163,1/2/2019,1,0,0,tensorflow
141,Input Convex Neural Networks,http://proceedings.mlr.press/v70/amos17b.html,ICML,2017,https://github.com/locuslab/icnn,159,1/2/2019,1,0,0,tensorflow
142,Oriented Response Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Zhou_Oriented_Response_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/ZhouYanzhao/ORN,157,1/2/2019,0,0,0,pytorch
143,Optimizing Video Object Detection via a Scale-Time Lattice,http://openaccess.thecvf.com/content_cvpr_2018/papers/Chen_Optimizing_Video_Object_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/hellock/scale-time-lattice,168,1/2/2019,0,0,0,pytorch
144,Learning Multiple Tasks with Multilinear Relationship Networks,http://papers.nips.cc/paper/6757-learning-multiple-tasks-with-multilinear-relationship-networks.pdf,NIPS,2017,https://github.com/thuml/Xlearn,178,1/2/2019,0,0,0,tensorflow
145,Learning Category-Specific Mesh Reconstruction from Image Collections,http://openaccess.thecvf.com/content_ECCV_2018/html/Angjoo_Kanazawa_Learning_Category-Specific_Mesh_ECCV_2018_paper.html,ECCV,2018,https://github.com/akanazawa/cmr,176,1/2/2019,0,0,0,pytorch
146,Group Normalization,http://openaccess.thecvf.com/content_ECCV_2018/html/Yuxin_Wu_Group_Normalization_ECCV_2018_paper.html,ECCV,2018,https://github.com/shaohua0116/Group-Normalization-Tensorflow,175,1/2/2019,0,0,0,tensorflow
147,On Human Motion Prediction Using Recurrent Neural Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Martinez_On_Human_Motion_CVPR_2017_paper.html,CVPR,2017,https://github.com/una-dinosauria/human-motion-prediction,167,1/2/2019,0,0,0,tensorflow
148,Language Modeling with Recurrent Highway Hypernetworks,http://papers.nips.cc/paper/6919-language-modeling-with-recurrent-highway-hypernetworks.pdf,NIPS,2017,https://github.com/jsuarez5341/Recurrent-Highway-Hypernetworks-NIPS,141,1/2/2019,0,0,0,pytorch
149,Soft Proposal Networks for Weakly Supervised Object Localization,http://openaccess.thecvf.com/content_iccv_2017/html/Zhu_Soft_Proposal_Networks_ICCV_2017_paper.html,ICCV,2017,https://github.com/yeezhu/SPN.pytorch,154,1/2/2019,0,0,0,pytorch
150,MegaDepth: Learning Single-View Depth Prediction From Internet Photos,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_MegaDepth_Learning_Single-View_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lixx2938/MegaDepth,181,1/2/2019,0,0,0,pytorch
151,Axiomatic Attribution for Deep Networks,http://proceedings.mlr.press/v70/sundararajan17a.html,ICML,2017,https://github.com/hiranumn/IntegratedGradients,146,1/2/2019,0,0,0,tensorflow
152,Compact Bilinear Pooling,http://openaccess.thecvf.com/content_cvpr_2016/html/Gao_Compact_Bilinear_Pooling_CVPR_2016_paper.html,CVPR,2016,https://github.com/gy20073/compact_bilinear_pooling,148,1/2/2019,0,0,0,tensorflow
153,Simple Does It: Weakly Supervised Instance and Semantic Segmentation,http://openaccess.thecvf.com/content_cvpr_2017/html/Khoreva_Simple_Does_It_CVPR_2017_paper.html,CVPR,2017,https://github.com/philferriere/tfwss,159,1/2/2019,0,0,0,tensorflow
154,Low-Shot Visual Recognition by Shrinking and Hallucinating Features,http://openaccess.thecvf.com/content_iccv_2017/html/Hariharan_Low-Shot_Visual_Recognition_ICCV_2017_paper.html,ICCV,2017,https://github.com/facebookresearch/low-shot-shrink-hallucinate,158,1/2/2019,0,0,0,pytorch
155,BSN: Boundary Sensitive Network for Temporal Action Proposal Generation,http://openaccess.thecvf.com/content_ECCV_2018/html/Tianwei_Lin_BSN_Boundary_Sensitive_ECCV_2018_paper.html,ECCV,2018,https://github.com/wzmsltw/BSN-boundary-sensitive-network,175,1/2/2019,0,0,0,tensorflow
156,Deep Feature Interpolation for Image Content Changes,http://openaccess.thecvf.com/content_cvpr_2017/html/Upchurch_Deep_Feature_Interpolation_CVPR_2017_paper.html,CVPR,2017,https://github.com/paulu/deepfeatinterp,170,1/2/2019,0,0,0,pytorch
157,Deep Clustering for Unsupervised Learning of Visual Features,http://openaccess.thecvf.com/content_ECCV_2018/html/Mathilde_Caron_Deep_Clustering_for_ECCV_2018_paper.html,ECCV,2018,https://github.com/facebookresearch/deepcluster,302,1/2/2019,0,0,0,pytorch
158,Image Super-Resolution Using Very Deep Residual Channel Attention Networks,http://openaccess.thecvf.com/content_ECCV_2018/html/Yulun_Zhang_Image_Super-Resolution_Using_ECCV_2018_paper.html,ECCV,2018,https://github.com/yulunzhang/RCAN,234,1/2/2019,0,0,0,pytorch
159,ECO: Efficient Convolutional Network for Online Video Understanding,http://openaccess.thecvf.com/content_ECCV_2018/html/Mohammadreza_Zolfaghari_ECO_Efficient_Convolutional_ECCV_2018_paper.html,ECCV,2018,https://github.com/mzolfaghari/ECO-efficient-video-understanding,180,1/2/2019,1,0,0,pytorch
160,PlaneNet: Piece-Wise Planar Reconstruction From a Single RGB Image,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_PlaneNet_Piece-Wise_Planar_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/art-programmer/PlaneNet,164,1/2/2019,0,0,0,tensorflow
161,Self-Imitation Learning,http://proceedings.mlr.press/v80/oh18b.html,ICML,2018,https://github.com/junhyukoh/self-imitation-learning,145,1/2/2019,0,0,0,tensorflow
162,Adversarial Variational Bayes: Unifying Variational Autoencoders and Generative Adversarial Networks,http://proceedings.mlr.press/v70/mescheder17a.html,ICML,2017,https://github.com/LMescheder/AdversarialVariationalBayes,147,1/2/2019,0,0,0,tensorflow
163,Residual Dense Network for Image Super-Resolution,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Residual_Dense_Network_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yulunzhang/RDN,163,1/2/2019,0,0,0,tensorflow
164,Attend to You: Personalized Image Captioning With Context Sequence Memory Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Park_Attend_to_You_CVPR_2017_paper.html,CVPR,2017,https://github.com/cesc-park/attend2u,143,1/2/2019,0,0,0,tensorflow
165,Embodied Question Answering,http://openaccess.thecvf.com/content_cvpr_2018/papers/Das_Embodied_Question_Answering_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/facebookresearch/EmbodiedQA,162,1/2/2019,0,0,0,pytorch
166,Conditional Similarity Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Veit_Conditional_Similarity_Networks_CVPR_2017_paper.html,CVPR,2017,https://github.com/andreasveit/conditional-similarity-networks,142,1/2/2019,0,0,0,pytorch
167,Two-Stream Convolutional Networks for Dynamic Texture Synthesis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tesfaldet_Two-Stream_Convolutional_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ryersonvisionlab/two-stream-dyntex-synth,141,1/2/2019,1,0,0,tensorflow
168,Unsupervised Cross-Dataset Person Re-Identification by Transfer Learning of Spatial-Temporal Patterns,http://openaccess.thecvf.com/content_cvpr_2018/papers/Lv_Unsupervised_Cross-Dataset_Person_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ahangchen/TFusion,166,1/2/2019,0,0,0,tensorflow
169,Attentive Recurrent Comparators,http://proceedings.mlr.press/v70/shyam17a.html,ICML,2017,https://github.com/sanyam5/arc-pytorch,136,1/2/2019,1,0,0,pytorch
170,One-Sided Unsupervised Domain Mapping,http://papers.nips.cc/paper/6677-one-sided-unsupervised-domain-mapping.pdf,NIPS,2017,https://github.com/sagiebenaim/DistanceGAN,137,1/2/2019,0,0,0,pytorch
171,Densely Connected Pyramid Dehazing Network,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhang_Densely_Connected_Pyramid_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/hezhangsprinter/DCPDN,155,1/2/2019,0,0,0,pytorch
172,Rethinking the Inception Architecture for Computer Vision,http://openaccess.thecvf.com/content_cvpr_2016/html/Szegedy_Rethinking_the_Inception_CVPR_2016_paper.html,CVPR,2016,https://github.com/Moodstocks/inception-v3.torch,130,1/2/2019,1,0,0,tensorflow
173,Show and Tell: A Neural Image Caption Generator,http://openaccess.thecvf.com/content_cvpr_2015/html/Vinyals_Show_and_Tell_2015_CVPR_paper.html,CVPR,2015,https://github.com/KranthiGV/Pretrained-Show-and-Tell-model,141,1/2/2019,0,0,0,tensorflow
174,Camera Style Adaptation for Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhong_Camera_Style_Adaptation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/zhunzhong07/CamStyle,159,1/2/2019,0,0,0,pytorch
175,Neural Motifs: Scene Graph Parsing With Global Context,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zellers_Neural_Motifs_Scene_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/rowanz/neural-motifs,171,1/2/2019,0,0,0,pytorch
176,Relational recurrent neural networks,https://arxiv.org/abs/1806.01822,NIPS,2018,https://github.com/L0SG/relational-rnn-pytorch,157,1/2/2019,0,0,0,pytorch
177,SO-Net: Self-Organizing Network for Point Cloud Analysis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Li_SO-Net_Self-Organizing_Network_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lijx10/SO-Net,152,1/2/2019,1,0,0,pytorch
178,Image-Image Domain Adaptation With Preserved Self-Similarity and Domain-Dissimilarity for Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2018/papers/Deng_Image-Image_Domain_Adaptation_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Simon4Yan/Learning-via-Translation,137,1/2/2019,0,0,0,pytorch
179,An Improved Deep Learning Architecture for Person Re-Identification,http://openaccess.thecvf.com/content_cvpr_2015/html/Ahmed_An_Improved_Deep_2015_CVPR_paper.html,CVPR,2015,https://github.com/Ning-Ding/Implementation-CVPR2015-CNN-for-ReID,127,1/2/2019,0,0,0,tensorflow
180,Context Embedding Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Kim_Context_Embedding_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/thunlp/CANE,131,1/2/2019,0,0,0,tensorflow
181,Learning a Multi-View Stereo Machine,http://papers.nips.cc/paper/6640-learning-a-multi-view-stereo-machine.pdf,NIPS,2017,https://github.com/akar43/lsm,135,1/2/2019,0,0,0,tensorflow
182,Bayesian Compression for Deep Learning,http://papers.nips.cc/paper/6921-bayesian-compression-for-deep-learning.pdf,NIPS,2017,https://github.com/KarenUllrich/Tutorial_BayesianCompressionForDL,130,1/2/2019,0,0,0,pytorch
183,Learning to Compare: Relation Network for Few-Shot Learning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sung_Learning_to_Compare_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/lzrobots/LearningToCompare_ZSL,135,1/2/2019,1,0,0,pytorch
184,Weakly Supervised Instance Segmentation Using Class Peak Response,http://openaccess.thecvf.com/content_cvpr_2018/papers/Zhou_Weakly_Supervised_Instance_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/ZhouYanzhao/PRM,166,1/2/2019,0,0,0,pytorch
185,MVSNet: Depth Inference for Unstructured Multi-view Stereo,http://openaccess.thecvf.com/content_ECCV_2018/html/Yao_Yao_MVSNet_Depth_Inference_ECCV_2018_paper.html,ECCV,2018,https://github.com/YoYo000/MVSNet,174,1/2/2019,0,0,0,tensorflow
186,Recurrent Squeeze-and-Excitation Context Aggregation Net for Single Image Deraining,http://openaccess.thecvf.com/content_ECCV_2018/html/Xia_Li_Recurrent_Squeeze-and-Excitation_Context_ECCV_2018_paper.html,ECCV,2018,https://github.com/XiaLiPKU/RESCAN,142,1/2/2019,0,0,0,pytorch
187,L4: Practical loss-based stepsize adaptation for deep learning,http://arxiv.org/abs/1802.05074v4,NIPS,2018,https://github.com/martius-lab/l4-optimizer,123,1/2/2019,0,0,0,tensorflow
188,Value Prediction Network,http://papers.nips.cc/paper/7192-value-prediction-network.pdf,NIPS,2017,https://github.com/junhyukoh/value-prediction-network,119,1/2/2019,1,0,0,tensorflow
189,Structure Inference Net: Object Detection Using Scene-Level Context and Instance-Level Relationships,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_Structure_Inference_Net_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/choasup/SIN,140,1/2/2019,1,0,0,tensorflow
190,Hierarchical Attentive Recurrent Tracking,http://papers.nips.cc/paper/6898-hierarchical-attentive-recurrent-tracking.pdf,NIPS,2017,https://github.com/akosiorek/hart,121,1/2/2019,1,0,0,tensorflow
191,A Closer Look at Spatiotemporal Convolutions for Action Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tran_A_Closer_Look_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/irhumshafkat/R2Plus1D-PyTorch,143,1/2/2019,1,0,0,pytorch
192,Pix3D: Dataset and Methods for Single-Image 3D Shape Modeling,http://openaccess.thecvf.com/content_cvpr_2018/papers/Sun_Pix3D_Dataset_and_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/xingyuansun/pix3d,152,1/2/2019,0,0,0,tensorflow
193,Learning by Association -- A Versatile Semi-Supervised Training Method for Neural Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Haeusser_Learning_by_Association_CVPR_2017_paper.html,CVPR,2017,https://github.com/haeusser/learning_by_association,119,1/2/2019,0,0,0,tensorflow
194,Associative Domain Adaptation,http://openaccess.thecvf.com/content_iccv_2017/html/Haeusser_Associative_Domain_Adaptation_ICCV_2017_paper.html,ICCV,2017,https://github.com/haeusser/learning_by_association,119,1/2/2019,0,0,0,tensorflow
195,MultiPoseNet: Fast Multi-Person Pose Estimation using Pose Residual Network,http://openaccess.thecvf.com/content_ECCV_2018/html/Muhammed_Kocabas_MultiPoseNet_Fast_Multi-Person_ECCV_2018_paper.html,ECCV,2018,https://github.com/salihkaragoz/pose-residual-network-pytorch,167,1/2/2019,0,0,0,pytorch
196,Gated Path Planning Networks,http://proceedings.mlr.press/v80/lee18c.html,ICML,2018,https://github.com/lileee/gated-path-planning-networks,121,1/2/2019,0,0,0,pytorch
197,Semantic Image Synthesis via Adversarial Learning,http://openaccess.thecvf.com/content_iccv_2017/html/Dong_Semantic_Image_Synthesis_ICCV_2017_paper.html,ICCV,2017,https://github.com/woozzu/dong_iccv_2017,121,1/2/2019,0,0,0,pytorch
198,Deep Pyramidal Residual Networks,http://openaccess.thecvf.com/content_cvpr_2017/html/Han_Deep_Pyramidal_Residual_CVPR_2017_paper.html,CVPR,2017,https://github.com/jhkim89/PyramidNet,112,1/2/2019,1,0,0,pytorch
199,PackNet: Adding Multiple Tasks to a Single Network by Iterative Pruning,http://openaccess.thecvf.com/content_cvpr_2018/papers/Mallya_PackNet_Adding_Multiple_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/arunmallya/packnet,117,1/2/2019,0,0,0,pytorch
200,CosFace: Large Margin Cosine Loss for Deep Face Recognition,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_CosFace_Large_Margin_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/yule-li/CosFace,135,1/2/2019,0,0,0,tensorflow
201,Decoupled Networks,http://openaccess.thecvf.com/content_cvpr_2018/papers/Liu_Decoupled_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/wy1iu/DCNets,105,1/2/2019,0,0,0,tensorflow
202,Good Semi-supervised Learning That Requires a Bad GAN,http://papers.nips.cc/paper/7229-good-semi-supervised-learning-that-requires-a-bad-gan.pdf,NIPS,2017,https://github.com/kimiyoung/ssl_bad_gan,120,1/2/2019,0,0,0,pytorch
203,DeepMVS: Learning Multi-View Stereopsis,http://openaccess.thecvf.com/content_cvpr_2018/papers/Huang_DeepMVS_Learning_Multi-View_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/phuang17/DeepMVS,125,1/2/2019,0,0,0,pytorch
204,Deep Watershed Transform for Instance Segmentation,http://openaccess.thecvf.com/content_cvpr_2017/html/Bai_Deep_Watershed_Transform_CVPR_2017_paper.html,CVPR,2017,https://github.com/min2209/dwt,120,1/2/2019,0,0,0,tensorflow
205,TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning,http://papers.nips.cc/paper/6749-terngrad-ternary-gradients-to-reduce-communication-in-distributed-deep-learning.pdf,NIPS,2017,https://github.com/wenwei202/terngrad,117,1/2/2019,0,0,0,tensorflow
206,Adaptive Affinity Fields for Semantic Segmentation,http://openaccess.thecvf.com/content_ECCV_2018/html/Jyh-Jing_Hwang_Adaptive_Affinity_Field_ECCV_2018_paper.html,ECCV,2018,https://github.com/twke18/Adaptive_Affinity_Fields,141,1/2/2019,0,0,0,tensorflow
207,"Show, Adapt and Tell: Adversarial Training of Cross-Domain Image Captioner",http://openaccess.thecvf.com/content_iccv_2017/html/Chen_Show_Adapt_and_ICCV_2017_paper.html,ICCV,2017,https://github.com/tsenghungchen/show-adapt-and-tell,115,1/2/2019,1,0,0,tensorflow
208,Real-Time Seamless Single Shot 6D Object Pose Prediction,http://openaccess.thecvf.com/content_cvpr_2018/papers/Tekin_Real-Time_Seamless_Single_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/Microsoft/singleshotpose,174,1/2/2019,0,0,0,pytorch
209,Hierarchical Imitation and Reinforcement Learning,http://proceedings.mlr.press/v80/le18a.html,ICML,2018,https://github.com/hoangminhle/hierarchical_IL_RL,124,1/2/2019,0,0,0,tensorflow
210,TI-Pooling: Transformation-Invariant Pooling for Feature Learning in Convolutional Neural Networks,http://openaccess.thecvf.com/content_cvpr_2016/html/Laptev_TI-Pooling_Transformation-Invariant_Pooling_CVPR_2016_paper.html,CVPR,2016,https://github.com/dlaptev/TI-pooling,109,1/2/2019,0,0,0,tensorflow
211,MemNet: A Persistent Memory Network for Image Restoration,http://openaccess.thecvf.com/content_iccv_2017/html/Tai_MemNet_A_Persistent_ICCV_2017_paper.html,ICCV,2017,https://github.com/tyshiwo/MemNet,119,1/2/2019,1,0,0,tensorflow
212,Realistic Evaluation of Deep Semi-Supervised Learning Algorithms,http://arxiv.org/abs/1804.09170v2,NIPS,2018,https://github.com/brain-research/realistic-ssl-evaluation,175,1/2/2019,0,0,0,tensorflow
213,Compressed Sensing using Generative Models,http://proceedings.mlr.press/v70/bora17a.html,ICML,2017,https://github.com/AshishBora/csgm,116,1/2/2019,0,0,0,tensorflow
214,Deep Back-Projection Networks for Super-Resolution,http://openaccess.thecvf.com/content_cvpr_2018/papers/Haris_Deep_Back-Projection_Networks_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/alterzero/DBPN-Pytorch,132,1/2/2019,1,0,0,pytorch
215,Deep Hyperspherical Learning,http://papers.nips.cc/paper/6984-deep-hyperspherical-learning.pdf,NIPS,2017,https://github.com/wy1iu/SphereNet,92,1/2/2019,0,0,0,tensorflow
216,Recovering Realistic Texture in Image Super-Resolution by Deep Spatial Feature Transform,http://openaccess.thecvf.com/content_cvpr_2018/papers/Wang_Recovering_Realistic_Texture_CVPR_2018_paper.pdf,CVPR,2018,https://github.com/xinntao/CVPR18-SFTGAN,139,1/2/2019,1,0,0,pytorch
217,3D-CODED: 3D Correspondences by Deep Deformation,http://openaccess.thecvf.com/content_ECCV_2018/html/Thibault_Groueix_Shape_correspondences_from_ECCV_2018_paper.html,ECCV,2018,https://github.com/ThibaultGROUEIX/3D-CODED,125,1/2/2019,0,0,0,pytorch
